file_id,loc,sloc,cyclomatic_avg,cyclomatic_max,function_count,class_count,nesting_depth_max,nesting_depth_avg,comment_ratio,avg_var_name_len,unique_var_count,halstead_vocab,parse_error,quality_score,label
code_0260,51,36,1.5,2,5,1,1,1.0,0.0980392156862745,9.1667,6,0,False,0.142,Good
code_0261,78,64,3.1666666666666665,6,5,1,2,1.4,0.0256410256410256,6.8,10,0,False,0.4492,Moderate
code_0262,66,46,2.6,4,4,1,2,1.5,0.106060606060606,5.5,10,0,False,0.3421,Good
code_0263,56,41,2.25,4,3,1,2,1.5,0.0714285714285714,5.0,4,0,False,0.3367,Good
code_0264,77,66,3.0,5,4,1,4,2.1111,0.0129870129870129,7.0,8,0,False,0.5073,Moderate
code_0265,65,47,2.5,4,3,1,3,1.6667,0.1076923076923077,8.25,8,0,False,0.3578,Moderate
code_0266,83,69,2.5,4,2,0,2,1.25,0.0481927710843373,9.1,10,0,False,0.3822,Moderate
code_0267,64,45,5.0,8,2,1,4,2.375,0.109375,8.3636,11,0,False,0.6472,Bad
code_0268,78,60,6.25,14,3,1,7,3.1333,0.0641025641025641,6.2308,13,0,False,0.998,Bad
code_0269,83,66,1.5714285714285714,3,6,1,2,1.2,0.0481927710843373,5.7143,7,0,False,0.2814,Good
code_0270,54,42,4.0,4,1,0,1,1.0,0.037037037037037,10.4,5,0,False,0.41,Moderate
code_0271,54,43,4.0,4,1,0,1,1.0,0.074074074074074,7.0,1,0,False,0.4257,Moderate
code_0272,67,47,5.0,5,1,0,2,1.25,0.1343283582089552,12.8,5,0,False,0.4917,Moderate
code_0273,54,39,4.0,4,1,0,1,1.0,0.1296296296296296,10.25,4,0,False,0.3765,Moderate
code_0274,69,54,5.0,5,1,0,1,1.0,0.072463768115942,9.0,7,0,False,0.5112,Moderate
code_0275,71,51,5.0,5,1,0,3,2.0,0.1126760563380281,6.7143,7,0,False,0.595,Moderate
code_0276,78,55,1.5,3,5,1,1,1.0,0.1153846153846153,7.8889,9,0,False,0.1969,Good
code_0277,102,80,2.125,4,7,1,3,1.4167,0.0588235294117647,5.5455,11,0,False,0.3832,Moderate
code_0278,90,69,1.5,2,5,1,1,1.0,0.0555555555555555,7.4444,9,0,False,0.221,Good
code_0279,95,74,2.7142857142857144,9,6,1,6,2.6,0.0421052631578947,5.5,6,0,False,0.6447,Bad
code_0280,64,46,4.0,4,1,0,2,1.5,0.09375,8.8333,6,0,False,0.452,Moderate
code_0281,55,41,3.0,4,2,0,4,2.0,0.0727272727272727,8.0667,15,0,False,0.4453,Moderate
code_0282,96,70,2.7142857142857144,6,6,1,4,1.8462,0.09375,7.1818,11,0,False,0.4724,Moderate
code_0283,83,68,4.5,8,2,0,5,2.8,0.0240963855421686,7.0625,16,0,False,0.7337,Bad
code_0284,66,55,3.0,4,3,0,2,1.3333,0.0151515151515151,6.8333,12,0,False,0.413,Moderate
code_0285,82,63,1.5,2,5,1,1,1.0,0.048780487804878,5.4167,12,0,False,0.2258,Good
code_0286,84,67,3.333333333333333,7,3,0,5,2.4444,0.0357142857142857,6.4375,16,0,False,0.623,Bad
code_0287,76,61,4.333333333333333,6,3,0,3,1.5,0.0263157894736842,7.3333,18,0,False,0.5732,Moderate
code_0288,111,85,6.2,15,4,1,4,2.0526,0.054054054054054,6.6842,19,0,False,0.9314,Bad
code_0289,59,48,1.3333333333333333,2,3,0,1,1.0,0.0338983050847457,10.125,8,0,False,0.1888,Good
code_0290,139,105,1.0,1,3,0,1,1.0,0.0575539568345323,11.8,5,0,False,0.2312,Good
code_0291,74,55,2.0,2,1,0,1,1.0,0.081081081081081,7.1667,6,0,False,0.2719,Good
code_0292,116,83,2.1666666666666665,4,5,1,3,1.4286,0.0517241379310344,5.8,15,0,False,0.4133,Moderate
code_0293,92,77,3.6666666666666665,5,3,0,3,1.75,0.0217391304347826,5.5833,12,0,False,0.5578,Moderate
code_0294,72,57,2.25,5,3,1,2,1.2,0.0555555555555555,5.5,10,0,False,0.3708,Moderate
code_0295,109,72,2.0,4,4,0,2,1.2,0.1376146788990825,7.4706,17,0,False,0.3304,Good
code_0296,98,80,1.6,5,11,1,3,1.4286,0.0306122448979591,7.1429,7,0,False,0.335,Good
code_0297,94,72,2.1666666666666665,5,5,1,1,1.0,0.0531914893617021,5.8667,15,0,False,0.3367,Good
code_0298,61,54,2.1666666666666665,3,5,1,2,1.1667,0.0,7.0,5,0,False,0.3113,Good
code_0300,120,83,2.2,6,3,2,3,1.6,0.175,6.9412,17,0,False,0.4097,Moderate
code_0301,125,80,2.75,4,7,1,2,1.5,0.224,4.6667,3,0,False,0.3677,Moderate
code_0302,112,99,2.833333333333333,5,6,0,4,1.7273,0.0267857142857142,7.6111,18,0,False,0.5181,Moderate
code_0303,67,58,2.142857142857143,3,6,1,2,1.2857,0.0,7.0,7,0,False,0.3101,Good
code_0304,163,125,2.0,4,8,1,2,1.4545,0.1165644171779141,5.3333,12,0,False,0.3963,Moderate
code_0305,132,81,1.8,4,9,1,2,1.2857,0.1818181818181818,11.3636,11,0,False,0.2507,Good
code_0306,138,110,2.1538461538461537,4,10,3,3,1.4444,0.0797101449275362,12.0,11,0,False,0.3288,Good
code_0307,97,66,1.0,1,6,0,2,1.5,0.1752577319587628,8.3125,16,0,False,0.1631,Good
code_0308,89,72,1.5384615384615383,2,10,3,1,1.0,0.0449438202247191,8.4,5,0,False,0.1584,Good
code_0309,117,76,2.0,3,3,1,1,1.0,0.1538461538461538,7.5385,13,0,False,0.2769,Good
code_0310,99,56,1.2,2,5,0,1,1.0,0.2121212121212121,9.65,20,0,False,0.1321,Good
code_0311,90,50,1.25,2,4,0,1,1.0,0.2333333333333333,9.0,13,0,False,0.1348,Good
code_0312,200,139,1.5,3,22,4,2,1.1429,0.135,10.2308,13,0,False,0.1825,Good
code_0313,118,89,1.0,1,0,0,1,1.0,0.0847457627118644,9.6,10,0,False,0.2301,Good
code_0314,112,84,2.875,7,6,2,3,1.7778,0.1428571428571428,6.75,16,0,False,0.461,Moderate
code_0315,187,144,1.6470588235294117,3,14,3,2,1.1429,0.053475935828877,8.0,10,0,False,0.3097,Good
code_0316,157,115,1.5,2,13,3,1,1.0,0.1210191082802547,8.7143,7,0,False,0.1843,Good
code_0317,104,80,1.4285714285714286,4,5,2,2,1.3333,0.1153846153846153,9.3889,18,0,False,0.2552,Good
code_0318,106,71,2.25,3,4,0,2,1.3333,0.1886792452830188,8.1818,11,0,False,0.3076,Good
code_0319,159,118,1.4,3,17,3,2,1.1667,0.1194968553459119,8.8,25,0,False,0.1885,Good
code_0320,107,61,1.5454545454545454,2,8,3,1,1.0,0.2803738317757009,5.6,5,0,False,0.1186,Good
code_0321,144,116,3.25,6,3,1,2,1.6667,0.0972222222222222,17.9474,19,0,False,0.4476,Moderate
code_0322,93,70,4.0,5,3,0,3,1.8,0.053763440860215,9.0,18,0,False,0.5353,Moderate
code_0323,87,70,2.8,5,5,0,3,1.8,0.057471264367816,14.8182,11,0,False,0.3966,Moderate
code_0324,131,110,1.8333333333333333,2,6,0,1,1.0,0.0916030534351145,11.2308,13,0,False,0.2634,Good
code_0325,103,66,1.0,1,3,0,1,1.0,0.1650485436893204,13.1667,6,0,False,0.1269,Good
code_0326,78,56,2.0,3,5,0,2,1.1429,0.1538461538461538,8.2727,11,0,False,0.2585,Good
code_0327,155,109,4.0,5,4,0,4,2.2308,0.1483870967741935,9.5,12,0,False,0.6098,Bad
code_0328,102,82,4.75,7,4,0,4,1.9167,0.088235294117647,12.44,25,0,False,0.62,Bad
code_0329,198,141,1.8333333333333333,2,6,0,1,1.0,0.0858585858585858,10.0909,11,0,False,0.3512,Moderate
code_0330,117,75,1.5,2,2,0,1,1.0,0.1794871794871795,10.8125,16,0,False,0.2089,Good
code_0331,127,87,2.571428571428572,6,7,0,2,1.4615,0.1574803149606299,13.0,16,0,False,0.3654,Moderate
code_0332,96,57,2.5,4,4,0,3,1.4286,0.25,7.9333,15,0,False,0.3355,Good
code_0333,122,65,4.0,6,2,0,4,2.1429,0.2459016393442623,9.6667,12,0,False,0.552,Moderate
code_0334,95,79,1.0,1,0,0,1,1.0,0.0842105263157894,10.6923,13,0,False,0.1942,Good
code_0335,93,50,3.0,3,2,0,3,1.6667,0.2795698924731182,8.6,10,0,False,0.3509,Moderate
code_0336,151,117,1.3333333333333333,2,12,0,3,2.125,0.0927152317880794,10.85,20,0,False,0.2849,Good
code_0337,185,135,1.8,2,5,0,2,1.375,0.1351351351351351,8.2857,7,0,False,0.3793,Moderate
code_0338,64,51,2.333333333333333,3,3,0,2,1.3333,0.0625,8.6667,6,0,False,0.3195,Good
code_0339,112,84,2.0,2,4,0,1,1.0,0.1160714285714285,13.7619,21,0,False,0.2241,Good
code_0340,94,75,2.0,2,4,0,1,1.0,0.1063829787234042,11.0,4,0,False,0.241,Good
code_0341,134,102,2.0,3,7,0,2,1.2222,0.1417910447761194,7.2,5,0,False,0.3369,Good
code_0342,112,78,2.0,2,5,0,1,1.0,0.1607142857142857,11.7273,11,0,False,0.2194,Good
code_0343,81,49,3.0,4,2,0,3,1.6,0.2345679012345679,9.1,10,0,False,0.371,Moderate
code_0344,103,74,2.5,3,4,0,2,1.4286,0.1553398058252427,11.8947,19,0,False,0.3033,Good
code_0345,59,31,3.0,3,1,0,2,1.5,0.2372881355932203,11.4,10,0,False,0.279,Good
code_0346,112,92,1.0,1,0,0,2,1.1429,0.0892857142857142,17.0,9,0,False,0.2044,Good
code_0347,124,97,1.0,1,0,0,3,1.375,0.1451612903225806,7.9167,12,0,False,0.2979,Good
code_0348,131,101,3.8,8,5,0,3,1.4286,0.1221374045801526,9.4348,23,0,False,0.5768,Moderate
code_0349,83,52,1.0,1,0,0,2,1.5,0.180722891566265,10.4348,23,0,False,0.1672,Good
code_0350,48,30,2.5,4,2,0,2,1.25,0.2083333333333333,4.6667,3,0,False,0.3091,Good
code_0351,92,67,1.3333333333333333,2,6,0,1,1.0,0.1304347826086956,9.7273,11,0,False,0.1699,Good
code_0352,120,83,1.75,2,4,0,1,1.0,0.175,14.7778,9,0,False,0.1945,Good
code_0353,176,157,1.8,2,5,0,1,1.0,0.0284090909090909,13.4444,9,0,False,0.3457,Good
code_0354,172,138,1.2,2,5,0,1,1.0,0.1046511627906976,8.5455,11,0,False,0.2986,Good
code_0355,106,75,1.8333333333333333,2,6,0,1,1.0,0.1698113207547169,11.0,9,0,False,0.1973,Good
code_0356,171,143,2.0,3,7,0,2,1.1429,0.0760233918128654,8.0,6,0,False,0.4088,Moderate
code_0357,163,134,2.0,2,3,0,1,1.0,0.0981595092024539,11.6364,11,0,False,0.3362,Good
code_0358,71,51,2.6666666666666665,5,3,0,4,2.2,0.1549295774647887,9.8182,11,0,False,0.4192,Moderate
code_0359,91,54,2.6666666666666665,4,3,0,3,1.5714,0.2417582417582417,10.0,4,0,False,0.3476,Good
code_0360,116,87,3.0,3,2,0,1,1.0,0.1206896551724138,11.3333,9,0,False,0.3564,Moderate
code_0361,97,66,3.0,5,5,0,4,1.8,0.1855670103092783,19.7143,14,0,False,0.361,Moderate
code_0362,114,78,1.8,2,5,0,1,1.0,0.175438596491228,8.2857,7,0,False,0.2314,Good
code_0363,73,50,1.75,2,4,0,1,1.0,0.136986301369863,7.75,8,0,False,0.2014,Good
code_0364,88,58,4.0,6,3,0,5,2.2222,0.2159090909090909,8.6,5,0,False,0.5676,Moderate
code_0365,64,37,2.0,2,1,0,1,1.0,0.203125,15.0,13,0,False,0.1442,Good
code_0366,83,53,1.75,2,4,0,1,1.0,0.2048192771084337,10.3333,9,0,False,0.1671,Good
code_0367,93,53,2.5,4,2,0,1,1.0,0.2150537634408602,7.7895,19,0,False,0.2871,Good
code_0368,113,73,3.2,5,5,0,4,1.8333,0.1592920353982301,9.0,20,0,False,0.477,Moderate
code_0369,94,58,4.0,4,1,0,2,1.5,0.1914893617021276,7.0,19,0,False,0.4525,Moderate
code_0370,112,85,3.0,5,5,0,3,1.6364,0.0892857142857142,7.619,21,0,False,0.4708,Moderate
code_0371,142,88,4.5,5,2,0,2,1.1818,0.1690140845070422,10.0,26,0,False,0.5297,Moderate
code_0372,135,69,2.2,4,5,0,0,0.0,0.2518518518518518,8.3333,27,0,False,0.2141,Good
code_0373,120,75,2.75,5,4,0,4,1.8571,0.175,5.9286,14,0,False,0.4851,Moderate
code_0374,77,57,6.0,6,1,0,0,0.0,0.1168831168831168,6.5,18,0,False,0.5477,Moderate
code_0375,117,72,4.666666666666667,12,3,0,4,2.5556,0.2051282051282051,8.7391,23,0,False,0.7271,Bad
code_0376,87,56,3.0,6,4,0,2,1.4,0.2758620689655172,7.5,10,0,False,0.366,Moderate
code_0377,120,77,4.2,6,5,0,2,1.5385,0.1833333333333333,7.7059,17,0,False,0.5067,Moderate
code_0378,186,153,1.4444444444444444,3,7,2,3,1.7143,0.0698924731182795,8.7895,38,0,False,0.3781,Moderate
code_0379,112,66,3.0,3,1,0,0,0.0,0.2053571428571428,7.1429,21,0,False,0.288,Good
code_0380,103,63,4.333333333333333,7,3,0,2,1.5,0.2233009708737864,8.2632,19,0,False,0.5071,Moderate
code_0381,111,68,2.2,4,4,1,2,1.3333,0.1891891891891892,7.5556,18,0,False,0.3122,Good
code_0382,104,92,1.375,2,8,0,1,1.0,0.0,7.8571,14,0,False,0.2411,Good
code_0383,123,90,2.7142857142857144,6,7,0,5,1.8462,0.1219512195121951,5.5,10,0,False,0.5462,Moderate
code_0384,67,48,2.333333333333333,4,5,1,2,1.5,0.1492537313432835,10.4444,9,0,False,0.267,Good
code_0385,157,96,1.0,1,1,0,1,1.0,0.2038216560509554,11.1389,36,0,False,0.184,Good
code_0386,82,66,2.6666666666666665,4,6,0,2,1.25,0.0853658536585365,9.4,5,0,False,0.3468,Good
code_0387,121,84,1.8333333333333333,2,6,0,1,1.0,0.1487603305785124,5.6923,13,0,False,0.2594,Good
code_0388,71,47,1.0,1,0,0,1,1.0,0.1690140845070422,5.6923,13,0,False,0.1607,Good
code_0389,71,49,1.5,2,2,0,1,1.0,0.1549295774647887,9.0,8,0,False,0.1829,Good
code_0390,83,45,1.0,1,2,0,1,1.0,0.2409638554216867,9.7273,22,0,False,0.0903,Good
code_0391,82,58,3.0,5,3,0,2,1.4286,0.1707317073170731,12.0,11,0,False,0.3558,Moderate
code_0392,120,77,1.0,1,0,0,1,1.0,0.175,7.1429,21,0,False,0.2012,Good
code_0393,80,47,1.0,1,0,0,1,1.0,0.2125,6.9444,18,0,False,0.1392,Good
code_0394,58,30,1.0,1,1,0,0,0.0,0.2413793103448276,10.0,5,0,False,0.0284,Good
code_0395,68,43,2.0,3,2,0,2,1.5,0.1911764705882352,6.0,16,0,False,0.2726,Good
code_0396,94,60,3.0,3,3,0,3,1.6667,0.202127659574468,9.3636,11,0,False,0.3715,Moderate
code_0397,59,46,3.5,4,2,0,2,1.3333,0.0677966101694915,9.5714,14,0,False,0.4012,Moderate
code_0398,122,81,2.5,3,4,0,2,1.2857,0.1557377049180328,5.8571,7,0,False,0.3751,Moderate
code_0399,63,47,3.0,4,4,0,4,1.8333,0.0952380952380952,8.1111,9,0,False,0.4327,Moderate
code_0400,53,42,5.0,5,1,0,2,1.25,0.0377358490566037,8.1667,6,0,False,0.5456,Moderate
code_0401,102,74,1.75,3,4,0,2,1.25,0.1176470588235294,12.0,14,0,False,0.2666,Good
code_0402,69,42,2.333333333333333,4,3,0,1,1.0,0.2028985507246377,10.125,8,0,False,0.237,Good
code_0403,164,126,1.875,2,8,0,1,1.0,0.1158536585365853,10.9,10,0,False,0.2839,Good
code_0404,131,88,3.1666666666666665,4,5,1,2,1.4444,0.1297709923664122,9.0833,12,0,False,0.4139,Moderate
code_0405,94,61,2.0,3,4,0,2,1.3333,0.1276595744680851,6.1429,7,0,False,0.3155,Good
code_0406,104,88,2.0,3,7,1,4,1.6,0.048076923076923,7.3333,6,0,False,0.3909,Moderate
code_0407,142,85,1.6666666666666667,2,6,0,2,1.3,0.1901408450704225,7.4545,11,0,False,0.277,Good
code_0408,104,75,2.0,4,8,1,2,1.5,0.0865384615384615,6.0,6,0,False,0.3273,Good
code_0409,108,85,1.375,2,7,1,2,1.125,0.1018518518518518,10.7059,17,0,False,0.2076,Good
code_0410,88,65,2.6666666666666665,5,5,1,4,2.0,0.125,7.7778,9,0,False,0.4367,Moderate
code_0411,73,47,2.0,2,1,0,3,2.0,0.1780821917808219,7.5556,9,0,False,0.3071,Good
code_0412,106,85,1.375,2,8,0,1,1.0,0.0566037735849056,7.25,16,0,False,0.2209,Good
code_0413,96,77,1.4444444444444444,3,9,0,2,1.2,0.0833333333333333,8.2308,13,0,False,0.2438,Good
code_0414,138,115,2.7,9,10,0,4,1.75,0.0652173913043478,14.1429,7,0,False,0.5345,Moderate
code_0415,85,55,2.0,2,4,0,2,1.25,0.2,4.6667,6,0,False,0.2684,Good
code_0416,111,60,1.4285714285714286,3,7,0,1,1.0,0.2432432432432432,7.9167,12,0,False,0.1713,Good
code_0417,54,35,1.0,1,0,0,0,0.0,0.1851851851851851,5.9091,11,0,False,0.0821,Good
code_0418,95,64,1.0,1,0,0,0,0.0,0.1684210526315789,9.3571,14,0,False,0.1126,Good
code_0419,119,83,1.0,1,0,0,0,0.0,0.1596638655462184,12.9444,18,0,False,0.1178,Good
code_0420,104,69,2.0,3,5,0,2,1.4,0.25,8.2353,17,0,False,0.2543,Good
code_0421,119,70,1.0,1,0,0,1,1.0,0.2352941176470588,6.8824,17,0,False,0.1793,Good
code_0422,78,46,1.0,1,0,0,1,1.0,0.2179487179487179,5.6,15,0,False,0.1473,Good
code_0423,113,79,1.0,1,0,0,1,1.0,0.1415929203539823,7.1176,17,0,False,0.212,Good
code_0424,91,57,2.0,2,2,0,1,1.0,0.1868131868131868,9.3,10,0,False,0.222,Good
code_0426,178,107,2.2857142857142856,3,7,0,2,1.2222,0.2022471910112359,9.4545,33,0,False,0.3347,Good
code_0427,91,34,1.0,1,4,0,1,1.0,0.5054945054945055,8.75,4,0,False,0.0,Good
code_0428,110,88,2.5,4,8,0,3,1.4615,0.0727272727272727,5.125,8,0,False,0.426,Moderate
code_0429,83,65,3.0,5,4,1,3,1.625,0.108433734939759,5.4444,9,0,False,0.4475,Moderate
code_0430,120,66,2.4,4,5,0,2,1.5,0.25,7.5,12,0,False,0.3233,Good
code_0431,81,54,1.8,2,5,0,1,1.0,0.1604938271604938,12.1111,18,0,False,0.157,Good
code_0432,70,51,2.0,3,3,2,2,1.25,0.1571428571428571,7.3846,13,0,False,0.2444,Good
code_0433,86,66,3.2,7,4,1,5,2.0,0.1162790697674418,6.4,5,0,False,0.565,Moderate
code_0434,218,158,1.8571428571428568,4,9,5,2,1.3636,0.1422018348623853,6.96,25,0,False,0.3596,Moderate
code_0435,104,73,1.7777777777777777,4,8,1,2,1.5,0.0865384615384615,6.9,10,0,False,0.3017,Good
code_0436,133,74,1.0,1,2,0,1,1.0,0.2330827067669172,9.9091,22,0,False,0.1519,Good
code_0437,106,57,2.5,3,3,1,2,1.5,0.2358490566037736,7.8571,7,0,False,0.3021,Good
code_0438,95,66,4.0,7,3,0,5,2.3333,0.1473684210526315,5.1818,11,0,False,0.6459,Bad
code_0439,122,90,1.6363636363636365,3,7,4,2,1.1667,0.1311475409836065,6.4545,22,0,False,0.2378,Good
code_0440,128,86,6.25,7,4,0,2,1.5833,0.15625,7.1,10,0,False,0.7018,Bad
code_0441,198,133,3.75,9,8,0,3,1.5,0.1616161616161616,10.9706,34,0,False,0.6124,Bad
code_0442,69,49,3.0,3,1,0,2,1.3333,0.1304347826086956,7.0833,12,0,False,0.3644,Moderate
code_0443,97,78,2.5,3,2,0,2,1.25,0.0824742268041237,9.6875,16,0,False,0.3583,Moderate
code_0444,80,59,3.0,7,4,0,4,1.875,0.1375,8.2143,14,0,False,0.4942,Moderate
code_0445,112,87,2.25,3,4,0,2,1.3333,0.1160714285714285,7.7143,7,0,False,0.3555,Moderate
code_0446,111,75,2.0,4,4,2,3,1.5714,0.1621621621621621,5.0,12,0,False,0.3593,Moderate
code_0447,102,70,1.0,1,1,0,3,2.0,0.1372549019607843,8.5909,22,0,False,0.2574,Good
code_0448,91,66,2.0,2,1,0,3,1.6667,0.1538461538461538,9.2727,11,0,False,0.3217,Good
code_0449,107,76,3.333333333333333,6,5,1,3,1.5,0.1495327102803738,7.8636,22,0,False,0.4622,Moderate
code_0450,125,82,1.8333333333333333,3,6,0,2,1.3333,0.12,4.8,10,0,False,0.3381,Good
code_0451,92,63,2.6666666666666665,4,3,0,3,1.5714,0.1630434782608695,7.9524,21,0,False,0.3843,Moderate
code_0452,88,56,3.0,4,2,0,3,1.5,0.1590909090909091,7.5,14,0,False,0.4153,Moderate
code_0453,80,66,3.0,4,2,0,3,1.75,0.05,7.3846,13,0,False,0.4611,Moderate
code_0454,286,172,2.2,4,5,0,3,1.6,0.2062937062937063,8.7609,46,0,False,0.5275,Moderate
code_0455,103,75,1.25,2,4,0,3,1.6667,0.116504854368932,7.3571,14,0,False,0.2897,Good
code_0456,130,76,1.4285714285714286,2,7,1,2,1.3333,0.2230769230769231,8.7857,14,0,False,0.2011,Good
code_0457,73,46,3.2,6,4,1,1,1.0,0.2465753424657534,9.4,5,0,False,0.3098,Good
code_0458,82,58,2.571428571428572,5,6,1,2,1.3333,0.1585365853658536,7.2727,11,0,False,0.3284,Good
code_0459,105,82,1.4444444444444444,3,9,3,2,1.1429,0.0952380952380952,6.2941,17,0,False,0.2209,Good
code_0460,121,88,2.4,4,5,0,3,1.6923,0.1157024793388429,7.087,23,0,False,0.4152,Moderate
code_0461,104,82,2.0,3,5,0,1,1.0,0.0769230769230769,7.5,18,0,False,0.291,Good
code_0462,136,94,2.4,3,5,0,1,1.0,0.1470588235294117,11.5714,7,0,False,0.3046,Good
code_0463,96,85,3.0,8,7,1,7,2.3889,0.0,5.7143,7,0,False,0.6826,Bad
code_0464,98,68,1.7272727272727273,4,9,2,1,1.0,0.1530612244897959,8.1111,9,0,False,0.196,Good
code_0465,112,78,1.6666666666666667,2,3,0,2,1.6667,0.2410714285714285,8.8182,11,0,False,0.2501,Good
code_0466,96,67,3.4,5,4,1,2,1.4286,0.1770833333333333,8.6667,9,0,False,0.4024,Moderate
code_0467,116,70,2.0,2,3,0,2,1.3333,0.1896551724137931,8.7273,11,0,False,0.283,Good
code_0468,61,35,2.0,3,4,1,1,1.0,0.1967213114754098,6.0,5,0,False,0.1987,Good
code_0469,163,103,2.4545454545454546,9,11,0,7,2.4667,0.2392638036809816,7.6875,16,0,False,0.6082,Bad
code_0470,114,71,1.0,1,5,0,2,1.1667,0.3157894736842105,10.5333,15,0,False,0.115,Good
code_0471,130,97,1.6875,3,14,2,2,1.25,0.0846153846153846,8.125,8,0,False,0.2399,Good
code_0472,67,48,2.0,3,7,0,2,1.1429,0.1492537313432835,4.5556,9,0,False,0.2592,Good
code_0474,117,77,1.3125,2,15,3,3,1.5,0.1623931623931624,7.3333,9,0,False,0.1639,Good
code_0475,124,99,1.6666666666666667,3,8,1,2,1.1667,0.1048387096774193,5.0714,14,0,False,0.3046,Good
code_0476,101,60,3.0,7,4,0,3,1.8889,0.2277227722772277,9.5,18,0,False,0.4367,Moderate
code_0477,86,58,2.75,5,4,0,4,1.75,0.2325581395348837,9.75,12,0,False,0.396,Moderate
code_0478,112,82,2.7142857142857144,6,6,1,3,1.7,0.1160714285714285,10.3684,19,0,False,0.4215,Moderate
code_0479,131,77,2.0,2,3,0,5,2.25,0.1984732824427481,12.4167,12,0,False,0.3789,Moderate
code_0480,123,93,2.0,4,6,1,1,1.0,0.08130081300813,8.25,12,0,False,0.31,Good
code_0481,93,60,3.25,5,4,0,2,1.4444,0.1827956989247312,7.4286,21,0,False,0.3967,Moderate
code_0482,120,84,3.2,5,5,0,4,1.75,0.1416666666666666,10.0,14,0,False,0.4918,Moderate
code_0483,81,65,3.5,7,4,0,4,2.0909,0.0987654320987654,6.2759,29,0,False,0.5524,Moderate
code_0484,85,59,2.25,3,4,0,2,1.1667,0.1764705882352941,11.3333,9,0,False,0.2617,Good
code_0485,116,81,2.090909090909091,5,9,2,2,1.25,0.146551724137931,6.4375,16,0,False,0.3076,Good
code_0486,101,61,1.0,1,0,0,3,2.0,0.2079207920792079,5.9706,34,0,False,0.2432,Good
code_0487,45,26,4.0,4,1,0,2,1.6667,0.1777777777777777,4.4444,9,0,False,0.4268,Moderate
code_0488,41,26,2.0,2,1,0,2,1.5,0.1707317073170731,13.1429,7,0,False,0.1891,Good
code_0489,52,28,2.0,2,1,0,1,1.0,0.2307692307692307,6.0,6,0,False,0.191,Good
code_0490,37,28,5.0,5,1,0,4,2.5,0.1621621621621621,3.0,1,0,False,0.6074,Bad
code_0491,42,25,2.0,2,1,0,1,1.0,0.1904761904761904,7.7143,7,0,False,0.1818,Good
code_0492,79,45,1.6666666666666667,2,3,0,1,1.0,0.2025316455696202,4.4444,9,0,False,0.2059,Good
code_0493,52,30,1.5,2,2,0,1,1.0,0.2307692307692307,11.0,10,0,False,0.1111,Good
code_0494,93,45,4.0,4,1,0,2,1.4,0.2795698924731182,9.0,10,0,False,0.4019,Moderate
code_0495,46,32,4.0,4,1,0,2,1.25,0.108695652173913,8.6667,3,0,False,0.4213,Moderate
code_0496,74,47,3.0,3,1,0,2,1.5,0.1621621621621621,5.7059,17,0,False,0.3656,Moderate
code_0497,44,26,3.0,3,1,0,2,1.5,0.2045454545454545,3.5,8,0,False,0.3355,Good
code_0498,41,24,2.0,2,1,0,1,1.0,0.1951219512195122,11.2857,7,0,False,0.1521,Good
code_0499,85,45,1.0,1,0,0,3,2.0,0.2470588235294117,6.5517,29,0,False,0.2053,Good
code_0500,44,29,3.0,3,1,0,2,1.25,0.1590909090909091,7.5,4,0,False,0.3222,Good
code_0501,80,46,4.0,4,1,0,3,1.8,0.2,7.5625,16,0,False,0.4651,Moderate
code_0503,139,107,1.5,2,8,0,1,1.0,0.1151079136690647,12.7778,9,0,False,0.2136,Good
code_0504,97,52,1.2857142857142858,3,7,0,1,1.0,0.2886597938144329,9.1667,12,0,False,0.1194,Good
code_0505,78,37,1.25,2,5,1,1,1.0,0.2948717948717949,8.4444,9,0,False,0.0805,Good
code_0506,62,35,2.5,3,2,0,2,1.2,0.2580645161290322,4.1667,6,0,False,0.2866,Good
code_0507,202,158,2.0,2,6,0,2,1.4167,0.1039603960396039,10.2857,7,0,False,0.4102,Moderate
code_0508,113,64,1.3333333333333333,2,2,1,2,1.6667,0.2212389380530973,6.75,16,0,False,0.234,Good
code_0509,77,44,1.0,1,1,0,1,1.0,0.2207792207792207,9.1818,11,0,False,0.1128,Good
code_0510,69,48,2.0,2,2,0,1,1.0,0.1159420289855072,5.4667,15,0,False,0.2482,Good
code_0512,119,84,1.5,2,6,2,2,1.25,0.1176470588235294,7.0435,23,0,False,0.2386,Good
code_0513,70,49,1.3333333333333333,2,2,1,1,1.0,0.1714285714285714,9.0,7,0,False,0.1528,Good
code_0514,48,32,4.0,4,1,0,3,1.75,0.1458333333333333,8.2857,7,0,False,0.4499,Moderate
code_0515,53,38,4.0,4,1,0,3,1.75,0.1132075471698113,8.6,5,0,False,0.4689,Moderate
code_0516,53,34,2.5,3,2,0,2,1.3333,0.1320754716981132,5.4286,7,0,False,0.3167,Good
code_0517,37,22,2.0,2,1,0,1,1.0,0.1891891891891892,14.75,4,0,False,0.1262,Good
code_0518,64,42,3.0,3,1,0,1,1.0,0.1875,10.0,3,0,False,0.2833,Good
code_0519,80,52,2.333333333333333,4,3,0,3,1.6,0.1625,5.5,4,0,False,0.3781,Moderate
code_0520,101,70,3.6666666666666665,7,3,0,3,1.75,0.1485148514851485,6.2,20,0,False,0.5434,Moderate
