file_id,loc,sloc,cyclomatic_avg,cyclomatic_max,function_count,class_count,nesting_depth_max,nesting_depth_avg,comment_ratio,avg_var_name_len,unique_var_count,halstead_vocab,parse_error
code_0309,117,76,2.0,3,3,1,1,1.0,0.15384615384615385,7.5385,13,0,False
code_0310,99,56,1.2,2,5,0,1,1.0,0.21212121212121213,9.65,20,0,False
code_0311,90,50,1.25,2,4,0,1,1.0,0.23333333333333334,9.0,13,0,False
code_0312,200,139,1.5,3,22,4,2,1.1429,0.135,10.2308,13,0,False
code_0313,118,89,1.0,1,0,0,1,1.0,0.0847457627118644,9.6,10,0,False
code_0314,112,84,2.875,7,6,2,3,1.7778,0.14285714285714285,6.75,16,0,False
code_0315,187,144,1.6470588235294117,3,14,3,2,1.1429,0.053475935828877004,8.0,10,0,False
code_0316,157,115,1.5,2,13,3,1,1.0,0.12101910828025478,8.7143,7,0,False
code_0317,104,80,1.4285714285714286,4,5,2,2,1.3333,0.11538461538461539,9.3889,18,0,False
code_0318,106,71,2.25,3,4,0,2,1.3333,0.18867924528301888,8.1818,11,0,False
code_0319,159,118,1.4,3,17,3,2,1.1667,0.11949685534591195,8.8,25,0,False
code_0320,107,61,1.5454545454545454,2,8,3,1,1.0,0.2803738317757009,5.6,5,0,False
code_0321,144,116,3.25,6,3,1,2,1.6667,0.09722222222222222,17.9474,19,0,False
code_0322,93,70,4.0,5,3,0,3,1.8,0.053763440860215055,9.0,18,0,False
code_0323,87,70,2.8,5,5,0,3,1.8,0.05747126436781609,14.8182,11,0,False
code_0324,131,110,1.8333333333333333,2,6,0,1,1.0,0.0916030534351145,11.2308,13,0,False
code_0325,103,66,1.0,1,3,0,1,1.0,0.1650485436893204,13.1667,6,0,False
code_0326,78,56,2.0,3,5,0,2,1.1429,0.15384615384615385,8.2727,11,0,False
code_0327,155,109,4.0,5,4,0,4,2.2308,0.14838709677419354,9.5,12,0,False
code_0328,102,82,4.75,7,4,0,4,1.9167,0.08823529411764706,12.44,25,0,False
code_0329,198,141,1.8333333333333333,2,6,0,1,1.0,0.08585858585858586,10.0909,11,0,False
code_0330,117,75,1.5,2,2,0,1,1.0,0.1794871794871795,10.8125,16,0,False
code_0331,127,87,2.5714285714285716,6,7,0,2,1.4615,0.15748031496062992,13.0,16,0,False
code_0332,96,57,2.5,4,4,0,3,1.4286,0.25,7.9333,15,0,False
code_0333,122,65,4.0,6,2,0,4,2.1429,0.2459016393442623,9.6667,12,0,False
code_0334,95,79,1.0,1,0,0,1,1.0,0.08421052631578947,10.6923,13,0,False
code_0335,93,50,3.0,3,2,0,3,1.6667,0.27956989247311825,8.6,10,0,False
code_0336,151,117,1.3333333333333333,2,12,0,3,2.125,0.09271523178807947,10.85,20,0,False
code_0337,185,135,1.8,2,5,0,2,1.375,0.13513513513513514,8.2857,7,0,False
code_0338,64,51,2.3333333333333335,3,3,0,2,1.3333,0.0625,8.6667,6,0,False
code_0339,112,84,2.0,2,4,0,1,1.0,0.11607142857142858,13.7619,21,0,False
code_0340,94,75,2.0,2,4,0,1,1.0,0.10638297872340426,11.0,4,0,False
code_0341,134,102,2.0,3,7,0,2,1.2222,0.1417910447761194,7.2,5,0,False
code_0342,112,78,2.0,2,5,0,1,1.0,0.16071428571428573,11.7273,11,0,False
code_0343,81,49,3.0,4,2,0,3,1.6,0.2345679012345679,9.1,10,0,False
code_0344,103,74,2.5,3,4,0,2,1.4286,0.1553398058252427,11.8947,19,0,False
code_0345,59,31,3.0,3,1,0,2,1.5,0.23728813559322035,11.4,10,0,False
code_0346,112,92,1.0,1,0,0,2,1.1429,0.08928571428571429,17.0,9,0,False
code_0347,124,97,1.0,1,0,0,3,1.375,0.14516129032258066,7.9167,12,0,False
code_0348,131,101,3.8,8,5,0,3,1.4286,0.12213740458015267,9.4348,23,0,False
code_0349,83,52,1.0,1,0,0,2,1.5,0.18072289156626506,10.4348,23,0,False
code_0350,48,30,2.5,4,2,0,2,1.25,0.20833333333333334,4.6667,3,0,False
code_0351,92,67,1.3333333333333333,2,6,0,1,1.0,0.13043478260869565,9.7273,11,0,False
code_0352,120,83,1.75,2,4,0,1,1.0,0.175,14.7778,9,0,False
code_0353,176,157,1.8,2,5,0,1,1.0,0.028409090909090908,13.4444,9,0,False
code_0354,172,138,1.2,2,5,0,1,1.0,0.10465116279069768,8.5455,11,0,False
code_0355,106,75,1.8333333333333333,2,6,0,1,1.0,0.16981132075471697,11.0,9,0,False
code_0356,171,143,2.0,3,7,0,2,1.1429,0.07602339181286549,8.0,6,0,False
code_0357,163,134,2.0,2,3,0,1,1.0,0.09815950920245399,11.6364,11,0,False
code_0358,71,51,2.6666666666666665,5,3,0,4,2.2,0.15492957746478872,9.8182,11,0,False
code_0359,91,54,2.6666666666666665,4,3,0,3,1.5714,0.24175824175824176,10.0,4,0,False
code_0360,116,87,3.0,3,2,0,1,1.0,0.1206896551724138,11.3333,9,0,False
code_0361,97,66,3.0,5,5,0,4,1.8,0.18556701030927836,19.7143,14,0,False
code_0362,114,78,1.8,2,5,0,1,1.0,0.17543859649122806,8.2857,7,0,False
code_0363,73,50,1.75,2,4,0,1,1.0,0.136986301369863,7.75,8,0,False
code_0364,88,58,4.0,6,3,0,5,2.2222,0.2159090909090909,8.6,5,0,False
code_0365,64,37,2.0,2,1,0,1,1.0,0.203125,15.0,13,0,False
code_0366,83,53,1.75,2,4,0,1,1.0,0.20481927710843373,10.3333,9,0,False
code_0367,93,53,2.5,4,2,0,1,1.0,0.21505376344086022,7.7895,19,0,False
code_0368,113,73,3.2,5,5,0,4,1.8333,0.1592920353982301,9.0,20,0,False
code_0369,94,58,4.0,4,1,0,2,1.5,0.19148936170212766,7.0,19,0,False
code_0370,112,85,3.0,5,5,0,3,1.6364,0.08928571428571429,7.619,21,0,False
code_0371,142,88,4.5,5,2,0,2,1.1818,0.16901408450704225,10.0,26,0,False
code_0372,135,69,2.2,4,5,0,0,0.0,0.2518518518518518,8.3333,27,0,False
code_0373,120,75,2.75,5,4,0,4,1.8571,0.175,5.9286,14,0,False
code_0374,77,57,6.0,6,1,0,0,0.0,0.11688311688311688,6.5,18,0,False
code_0375,117,72,4.666666666666667,12,3,0,4,2.5556,0.20512820512820512,8.7391,23,0,False
code_0376,87,56,3.0,6,4,0,2,1.4,0.27586206896551724,7.5,10,0,False
code_0377,120,77,4.2,6,5,0,2,1.5385,0.18333333333333332,7.7059,17,0,False
code_0378,186,153,1.4444444444444444,3,7,2,3,1.7143,0.06989247311827956,8.7895,38,0,False
code_0379,112,66,3.0,3,1,0,0,0.0,0.20535714285714285,7.1429,21,0,False
code_0380,103,63,4.333333333333333,7,3,0,2,1.5,0.22330097087378642,8.2632,19,0,False
code_0381,111,68,2.2,4,4,1,2,1.3333,0.1891891891891892,7.5556,18,0,False
code_0382,104,92,1.375,2,8,0,1,1.0,0.0,7.8571,14,0,False
code_0383,123,90,2.7142857142857144,6,7,0,5,1.8462,0.12195121951219512,5.5,10,0,False
code_0384,67,48,2.3333333333333335,4,5,1,2,1.5,0.14925373134328357,10.4444,9,0,False
code_0385,157,96,1.0,1,1,0,1,1.0,0.20382165605095542,11.1389,36,0,False
code_0386,82,66,2.6666666666666665,4,6,0,2,1.25,0.08536585365853659,9.4,5,0,False
code_0387,121,84,1.8333333333333333,2,6,0,1,1.0,0.1487603305785124,5.6923,13,0,False
code_0388,71,47,1.0,1,0,0,1,1.0,0.16901408450704225,5.6923,13,0,False
code_0389,71,49,1.5,2,2,0,1,1.0,0.15492957746478872,9.0,8,0,False
code_0390,83,45,1.0,1,2,0,1,1.0,0.24096385542168675,9.7273,22,0,False
code_0391,82,58,3.0,5,3,0,2,1.4286,0.17073170731707318,12.0,11,0,False
code_0392,120,77,1.0,1,0,0,1,1.0,0.175,7.1429,21,0,False
code_0393,80,47,1.0,1,0,0,1,1.0,0.2125,6.9444,18,0,False
code_0394,58,30,1.0,1,1,0,0,0.0,0.2413793103448276,10.0,5,0,False
code_0395,68,43,2.0,3,2,0,2,1.5,0.19117647058823528,6.0,16,0,False
code_0396,94,60,3.0,3,3,0,3,1.6667,0.20212765957446807,9.3636,11,0,False
code_0397,59,46,3.5,4,2,0,2,1.3333,0.06779661016949153,9.5714,14,0,False
code_0398,122,81,2.5,3,4,0,2,1.2857,0.1557377049180328,5.8571,7,0,False
code_0399,63,47,3.0,4,4,0,4,1.8333,0.09523809523809523,8.1111,9,0,False
code_0400,53,42,5.0,5,1,0,2,1.25,0.03773584905660377,8.1667,6,0,False
code_0401,102,74,1.75,3,4,0,2,1.25,0.11764705882352941,12.0,14,0,False
code_0402,69,42,2.3333333333333335,4,3,0,1,1.0,0.2028985507246377,10.125,8,0,False
code_0403,164,126,1.875,2,8,0,1,1.0,0.11585365853658537,10.9,10,0,False
code_0404,131,88,3.1666666666666665,4,5,1,2,1.4444,0.1297709923664122,9.0833,12,0,False
code_0405,94,61,2.0,3,4,0,2,1.3333,0.1276595744680851,6.1429,7,0,False
code_0406,104,88,2.0,3,7,1,4,1.6,0.04807692307692308,7.3333,6,0,False
code_0407,142,85,1.6666666666666667,2,6,0,2,1.3,0.19014084507042253,7.4545,11,0,False
code_0408,104,75,2.0,4,8,1,2,1.5,0.08653846153846154,6.0,6,0,False
code_0409,108,85,1.375,2,7,1,2,1.125,0.10185185185185185,10.7059,17,0,False
code_0410,88,65,2.6666666666666665,5,5,1,4,2.0,0.125,7.7778,9,0,False
code_0411,73,47,2.0,2,1,0,3,2.0,0.1780821917808219,7.5556,9,0,False
code_0412,106,85,1.375,2,8,0,1,1.0,0.05660377358490566,7.25,16,0,False
code_0413,96,77,1.4444444444444444,3,9,0,2,1.2,0.08333333333333333,8.2308,13,0,False
code_0414,138,115,2.7,9,10,0,4,1.75,0.06521739130434782,14.1429,7,0,False
code_0415,85,55,2.0,2,4,0,2,1.25,0.2,4.6667,6,0,False
code_0416,111,60,1.4285714285714286,3,7,0,1,1.0,0.24324324324324326,7.9167,12,0,False
code_0417,54,35,1.0,1,0,0,0,0.0,0.18518518518518517,5.9091,11,0,False
code_0418,95,64,1.0,1,0,0,0,0.0,0.16842105263157894,9.3571,14,0,False
code_0419,119,83,1.0,1,0,0,0,0.0,0.15966386554621848,12.9444,18,0,False
code_0420,104,69,2.0,3,5,0,2,1.4,0.25,8.2353,17,0,False
code_0421,119,70,1.0,1,0,0,1,1.0,0.23529411764705882,6.8824,17,0,False
code_0422,78,46,1.0,1,0,0,1,1.0,0.21794871794871795,5.6,15,0,False
code_0423,113,79,1.0,1,0,0,1,1.0,0.1415929203539823,7.1176,17,0,False
code_0424,91,57,2.0,2,2,0,1,1.0,0.18681318681318682,9.3,10,0,False
code_0425,109,71,0.0,0,0,0,0,0.0,0.2018348623853211,0.0,0,0,True
code_0426,178,107,2.2857142857142856,3,7,0,2,1.2222,0.20224719101123595,9.4545,33,0,False
code_0427,91,34,1.0,1,4,0,1,1.0,0.5054945054945055,8.75,4,0,False
code_0428,110,88,2.5,4,8,0,3,1.4615,0.07272727272727272,5.125,8,0,False
code_0429,83,65,3.0,5,4,1,3,1.625,0.10843373493975904,5.4444,9,0,False
code_0430,120,66,2.4,4,5,0,2,1.5,0.25,7.5,12,0,False
code_0431,81,54,1.8,2,5,0,1,1.0,0.16049382716049382,12.1111,18,0,False
code_0432,70,51,2.0,3,3,2,2,1.25,0.15714285714285714,7.3846,13,0,False
code_0433,86,66,3.2,7,4,1,5,2.0,0.11627906976744186,6.4,5,0,False
code_0434,218,158,1.8571428571428572,4,9,5,2,1.3636,0.14220183486238533,6.96,25,0,False
code_0435,104,73,1.7777777777777777,4,8,1,2,1.5,0.08653846153846154,6.9,10,0,False
code_0436,133,74,1.0,1,2,0,1,1.0,0.23308270676691728,9.9091,22,0,False
code_0437,106,57,2.5,3,3,1,2,1.5,0.2358490566037736,7.8571,7,0,False
code_0438,95,66,4.0,7,3,0,5,2.3333,0.14736842105263157,5.1818,11,0,False
code_0439,122,90,1.6363636363636365,3,7,4,2,1.1667,0.13114754098360656,6.4545,22,0,False
code_0440,128,86,6.25,7,4,0,2,1.5833,0.15625,7.1,10,0,False
code_0441,198,133,3.75,9,8,0,3,1.5,0.16161616161616163,10.9706,34,0,False
code_0442,69,49,3.0,3,1,0,2,1.3333,0.13043478260869565,7.0833,12,0,False
code_0443,97,78,2.5,3,2,0,2,1.25,0.08247422680412371,9.6875,16,0,False
code_0444,80,59,3.0,7,4,0,4,1.875,0.1375,8.2143,14,0,False
code_0445,112,87,2.25,3,4,0,2,1.3333,0.11607142857142858,7.7143,7,0,False
code_0446,111,75,2.0,4,4,2,3,1.5714,0.16216216216216217,5.0,12,0,False
code_0447,102,70,1.0,1,1,0,3,2.0,0.13725490196078433,8.5909,22,0,False
code_0448,91,66,2.0,2,1,0,3,1.6667,0.15384615384615385,9.2727,11,0,False
code_0449,107,76,3.3333333333333335,6,5,1,3,1.5,0.14953271028037382,7.8636,22,0,False
code_0450,125,82,1.8333333333333333,3,6,0,2,1.3333,0.12,4.8,10,0,False
code_0451,92,63,2.6666666666666665,4,3,0,3,1.5714,0.16304347826086957,7.9524,21,0,False
code_0452,88,56,3.0,4,2,0,3,1.5,0.1590909090909091,7.5,14,0,False
code_0453,80,66,3.0,4,2,0,3,1.75,0.05,7.3846,13,0,False
code_0454,286,172,2.2,4,5,0,3,1.6,0.2062937062937063,8.7609,46,0,False
code_0455,103,75,1.25,2,4,0,3,1.6667,0.11650485436893204,7.3571,14,0,False
code_0456,130,76,1.4285714285714286,2,7,1,2,1.3333,0.2230769230769231,8.7857,14,0,False
code_0457,73,46,3.2,6,4,1,1,1.0,0.2465753424657534,9.4,5,0,False
code_0458,82,58,2.5714285714285716,5,6,1,2,1.3333,0.15853658536585366,7.2727,11,0,False
code_0459,105,82,1.4444444444444444,3,9,3,2,1.1429,0.09523809523809523,6.2941,17,0,False
code_0460,121,88,2.4,4,5,0,3,1.6923,0.11570247933884298,7.087,23,0,False
code_0461,104,82,2.0,3,5,0,1,1.0,0.07692307692307693,7.5,18,0,False
code_0462,136,94,2.4,3,5,0,1,1.0,0.14705882352941177,11.5714,7,0,False
code_0463,96,85,3.0,8,7,1,7,2.3889,0.0,5.7143,7,0,False
code_0464,98,68,1.7272727272727273,4,9,2,1,1.0,0.15306122448979592,8.1111,9,0,False
code_0465,112,78,1.6666666666666667,2,3,0,2,1.6667,0.24107142857142858,8.8182,11,0,False
code_0466,96,67,3.4,5,4,1,2,1.4286,0.17708333333333334,8.6667,9,0,False
code_0467,116,70,2.0,2,3,0,2,1.3333,0.1896551724137931,8.7273,11,0,False
code_0468,61,35,2.0,3,4,1,1,1.0,0.19672131147540983,6.0,5,0,False
code_0469,163,103,2.4545454545454546,9,11,0,7,2.4667,0.2392638036809816,7.6875,16,0,False
code_0470,114,71,1.0,1,5,0,2,1.1667,0.3157894736842105,10.5333,15,0,False
code_0471,130,97,1.6875,3,14,2,2,1.25,0.08461538461538462,8.125,8,0,False
code_0472,67,48,2.0,3,7,0,2,1.1429,0.14925373134328357,4.5556,9,0,False
code_0473,102,78,0.0,0,0,0,0,0.0,0.08823529411764706,0.0,0,0,True
code_0474,117,77,1.3125,2,15,3,3,1.5,0.1623931623931624,7.3333,9,0,False
code_0475,124,99,1.6666666666666667,3,8,1,2,1.1667,0.10483870967741936,5.0714,14,0,False
code_0476,101,60,3.0,7,4,0,3,1.8889,0.22772277227722773,9.5,18,0,False
code_0477,86,58,2.75,5,4,0,4,1.75,0.23255813953488372,9.75,12,0,False
code_0478,112,82,2.7142857142857144,6,6,1,3,1.7,0.11607142857142858,10.3684,19,0,False
code_0479,131,77,2.0,2,3,0,5,2.25,0.1984732824427481,12.4167,12,0,False
code_0480,123,93,2.0,4,6,1,1,1.0,0.08130081300813008,8.25,12,0,False
code_0481,93,60,3.25,5,4,0,2,1.4444,0.1827956989247312,7.4286,21,0,False
code_0482,120,84,3.2,5,5,0,4,1.75,0.14166666666666666,10.0,14,0,False
code_0483,81,65,3.5,7,4,0,4,2.0909,0.09876543209876543,6.2759,29,0,False
code_0484,85,59,2.25,3,4,0,2,1.1667,0.17647058823529413,11.3333,9,0,False
code_0485,116,81,2.090909090909091,5,9,2,2,1.25,0.14655172413793102,6.4375,16,0,False
code_0486,101,61,1.0,1,0,0,3,2.0,0.2079207920792079,5.9706,34,0,False
code_0487,45,26,4.0,4,1,0,2,1.6667,0.17777777777777778,4.4444,9,0,False
code_0488,41,26,2.0,2,1,0,2,1.5,0.17073170731707318,13.1429,7,0,False
code_0489,52,28,2.0,2,1,0,1,1.0,0.23076923076923078,6.0,6,0,False
code_0490,37,28,5.0,5,1,0,4,2.5,0.16216216216216217,3.0,1,0,False
code_0491,42,25,2.0,2,1,0,1,1.0,0.19047619047619047,7.7143,7,0,False
code_0492,79,45,1.6666666666666667,2,3,0,1,1.0,0.20253164556962025,4.4444,9,0,False
code_0493,52,30,1.5,2,2,0,1,1.0,0.23076923076923078,11.0,10,0,False
code_0494,93,45,4.0,4,1,0,2,1.4,0.27956989247311825,9.0,10,0,False
code_0495,46,32,4.0,4,1,0,2,1.25,0.10869565217391304,8.6667,3,0,False
code_0496,74,47,3.0,3,1,0,2,1.5,0.16216216216216217,5.7059,17,0,False
code_0497,44,26,3.0,3,1,0,2,1.5,0.20454545454545456,3.5,8,0,False
code_0498,41,24,2.0,2,1,0,1,1.0,0.1951219512195122,11.2857,7,0,False
code_0499,85,45,1.0,1,0,0,3,2.0,0.24705882352941178,6.5517,29,0,False
code_0500,44,29,3.0,3,1,0,2,1.25,0.1590909090909091,7.5,4,0,False
code_0501,80,46,4.0,4,1,0,3,1.8,0.2,7.5625,16,0,False
code_0502,14,12,0.0,0,0,0,0,0.0,0.07142857142857142,0.0,0,0,True
code_0503,139,107,1.5,2,8,0,1,1.0,0.11510791366906475,12.7778,9,0,False
code_0504,97,52,1.2857142857142858,3,7,0,1,1.0,0.28865979381443296,9.1667,12,0,False
code_0505,78,37,1.25,2,5,1,1,1.0,0.2948717948717949,8.4444,9,0,False
code_0506,62,35,2.5,3,2,0,2,1.2,0.25806451612903225,4.1667,6,0,False
code_0507,202,158,2.0,2,6,0,2,1.4167,0.10396039603960396,10.2857,7,0,False
code_0508,113,64,1.3333333333333333,2,2,1,2,1.6667,0.22123893805309736,6.75,16,0,False
code_0509,77,44,1.0,1,1,0,1,1.0,0.22077922077922077,9.1818,11,0,False
code_0510,69,48,2.0,2,2,0,1,1.0,0.11594202898550725,5.4667,15,0,False
code_0511,192,144,0.0,0,0,0,0,0.0,0.125,0.0,0,0,True
code_0512,119,84,1.5,2,6,2,2,1.25,0.11764705882352941,7.0435,23,0,False
code_0513,70,49,1.3333333333333333,2,2,1,1,1.0,0.17142857142857143,9.0,7,0,False
code_0514,48,32,4.0,4,1,0,3,1.75,0.14583333333333334,8.2857,7,0,False
code_0515,53,38,4.0,4,1,0,3,1.75,0.11320754716981132,8.6,5,0,False
code_0516,53,34,2.5,3,2,0,2,1.3333,0.1320754716981132,5.4286,7,0,False
code_0517,37,22,2.0,2,1,0,1,1.0,0.1891891891891892,14.75,4,0,False
code_0518,64,42,3.0,3,1,0,1,1.0,0.1875,10.0,3,0,False
code_0519,80,52,2.3333333333333335,4,3,0,3,1.6,0.1625,5.5,4,0,False
code_0520,101,70,3.6666666666666665,7,3,0,3,1.75,0.1485148514851485,6.2,20,0,False
code_0521,66,41,7.0,7,1,0,6,3.1429,0.19696969696969696,6.7143,7,0,False
code_0522,81,51,2.3333333333333335,3,3,0,1,1.0,0.16049382716049382,7.6667,9,0,False
code_0523,65,46,8.0,8,1,0,3,1.75,0.13846153846153847,8.5,12,0,False
code_0524,72,46,4.0,4,2,0,3,1.6667,0.18055555555555555,8.625,16,0,False
code_0525,72,43,5.0,7,2,0,3,1.5556,0.2361111111111111,7.6667,6,0,False
code_0526,52,35,3.0,3,2,0,2,1.6667,0.17307692307692307,5.4167,12,0,False
code_0527,51,34,2.0,2,2,0,1,1.0,0.13725490196078433,8.6667,6,0,False
code_0528,72,53,2.375,4,7,1,2,1.3333,0.1111111111111111,10.25,12,0,False
code_0529,86,52,2.5,6,4,0,1,1.0,0.16279069767441862,11.3333,12,0,False
code_0530,93,56,6.0,6,1,0,3,1.8,0.1827956989247312,7.2069,29,0,False
code_0531,67,41,3.0,3,2,0,2,1.4,0.14925373134328357,8.3333,9,0,False
code_0532,76,46,1.25,2,4,0,1,1.0,0.17105263157894737,8.6667,6,0,False
code_0533,151,98,3.4285714285714284,6,7,0,4,2.0,0.18543046357615894,7.1765,17,0,False
code_0534,135,60,6.0,6,2,0,3,1.75,0.3037037037037037,7.2857,21,0,False
code_0535,88,52,2.0,2,3,0,2,1.4286,0.19318181818181818,6.5714,7,0,False
code_0536,91,62,2.75,6,4,0,1,1.0,0.14285714285714285,7.2727,11,0,False
code_0537,73,45,1.6666666666666667,3,3,0,2,1.3333,0.1917808219178082,6.5,14,0,False
code_0538,129,90,7.5,9,2,0,3,1.8667,0.16279069767441862,5.9318,44,0,False
code_0539,82,50,2.6666666666666665,4,3,0,2,1.1667,0.15853658536585366,8.5,8,0,False
code_0540,82,53,3.0,6,3,0,2,1.5714,0.15853658536585366,6.9091,11,0,False
code_0541,77,57,3.0,3,1,0,2,1.3333,0.11688311688311688,8.6,5,0,False
code_0542,98,66,2.857142857142857,5,7,0,4,1.6364,0.09183673469387756,7.8571,7,0,False
code_0543,106,80,1.7142857142857142,3,3,6,2,1.3333,0.11320754716981132,7.2353,17,0,False
code_0544,79,63,2.2,3,4,1,1,1.0,0.05063291139240506,8.8,10,0,False
code_0545,275,215,0.0,0,0,0,0,0.0,0.04727272727272727,0.0,0,0,True
code_0546,98,77,1.8571428571428572,3,5,2,2,1.4,0.11224489795918367,11.8,10,0,False
code_0547,109,64,3.25,4,4,0,2,1.375,0.22018348623853212,14.5,6,0,False
code_0548,118,82,1.5,3,4,0,2,1.3333,0.1271186440677966,11.0,11,0,False
code_0549,149,109,2.5,3,3,1,2,1.5,0.15436241610738255,11.625,16,0,False
code_0550,126,82,1.7222222222222223,3,12,6,2,1.375,0.1746031746031746,9.625,8,0,False
code_0551,93,69,2.5,4,2,0,3,2.0,0.12903225806451613,10.2667,15,0,False
code_0552,154,115,2.2,4,13,2,3,1.2857,0.11688311688311688,8.6,15,0,False
code_0553,96,61,3.0,3,2,0,2,1.5714,0.1875,12.8571,7,0,False
code_0554,90,63,3.0,3,2,0,2,1.4,0.14444444444444443,10.1818,11,0,False
code_0555,178,123,2.076923076923077,3,11,2,2,1.1,0.1404494382022472,12.5,4,0,False
code_0556,60,38,2.0,2,4,0,1,1.0,0.21666666666666667,10.25,8,0,False
code_0557,77,54,4.0,4,1,0,2,1.3333,0.11688311688311688,7.9231,13,0,False
code_0558,92,79,3.0,4,2,0,3,1.6,0.021739130434782608,8.5714,14,0,False
code_0559,71,53,0.0,0,0,0,0,0.0,0.09859154929577464,0.0,0,0,True
code_0560,72,50,0.0,0,0,0,0,0.0,0.1111111111111111,0.0,0,0,True
code_0561,48,31,2.5,3,2,0,2,1.3333,0.1875,12.5714,7,0,False
code_0562,38,27,3.0,3,1,0,2,1.3333,0.13157894736842105,12.3333,6,0,False
code_0563,95,62,1.6666666666666667,2,3,0,1,1.0,0.17894736842105263,7.7391,23,0,False
code_0564,84,59,1.6,2,5,0,2,1.2,0.11904761904761904,7.0,11,0,False
code_0565,59,42,1.5,2,2,0,1,1.0,0.13559322033898305,11.7143,7,0,False
code_0566,63,46,3.5,4,2,0,3,1.6667,0.15873015873015872,9.0909,11,0,False
code_0567,48,32,1.3333333333333333,2,3,0,1,1.0,0.14583333333333334,6.1667,6,0,False
code_0568,71,53,2.25,3,4,0,2,1.3333,0.09859154929577464,7.0,12,0,False
code_0569,78,51,2.0,3,4,0,2,1.2,0.1794871794871795,7.5385,13,0,False
code_0570,54,32,2.0,2,1,0,1,1.0,0.2222222222222222,14.1429,7,0,False
code_0571,78,48,2.0,2,2,0,1,1.0,0.20512820512820512,7.3333,6,0,False
code_0572,61,34,1.0,1,1,0,0,0.0,0.22950819672131148,9.1111,9,0,False
code_0573,75,48,2.3333333333333335,3,3,0,1,1.0,0.18666666666666668,5.3846,13,0,False
code_0574,64,37,1.6666666666666667,2,2,1,1,1.0,0.21875,5.875,8,0,False
code_0575,71,41,2.0,2,3,0,2,1.2,0.23943661971830985,6.0,8,0,False
code_0576,72,48,2.0,2,2,0,1,1.0,0.125,6.2222,9,0,False
code_0577,60,38,2.0,2,1,0,1,1.0,0.2,11.2222,9,0,False
code_0578,78,53,2.5,3,2,0,2,1.25,0.14102564102564102,7.2941,17,0,False
code_0579,51,30,1.5,2,1,1,1,1.0,0.21568627450980393,5.2,5,0,False
code_0580,51,28,3.0,3,1,0,1,1.0,0.23529411764705882,8.1667,6,0,False
code_0581,74,50,2.5,4,2,0,1,1.0,0.13513513513513514,8.8,10,0,False
code_0582,77,53,2.3333333333333335,3,3,0,2,1.3333,0.19480519480519481,8.0,10,0,False
code_0583,66,41,5.0,5,1,0,3,2.0,0.18181818181818182,4.6,10,0,False
code_0584,51,31,1.5,2,1,1,1,1.0,0.21568627450980393,5.2,5,0,False
code_0585,66,41,2.3333333333333335,4,3,0,3,1.6,0.18181818181818182,7.4286,7,0,False
code_0586,71,57,2.6666666666666665,4,3,0,2,1.4,0.028169014084507043,10.8889,9,0,False
code_0587,92,71,2.0,3,4,0,2,1.2,0.06521739130434782,10.0,17,0,False
code_0588,103,86,2.6,3,5,0,2,1.4,0.038834951456310676,9.5833,12,0,False
code_0589,64,45,0.0,0,0,0,0,0.0,0.109375,0.0,0,0,True
code_0590,58,44,3.0,4,2,0,1,1.0,0.05172413793103448,10.3,10,0,False
code_0591,94,75,1.75,2,4,0,1,1.0,0.07446808510638298,12.1538,13,0,False
code_0592,70,51,3.0,4,2,0,2,1.25,0.14285714285714285,12.7143,14,0,False
code_0593,65,42,2.3333333333333335,3,2,1,2,1.3333,0.16923076923076924,10.1818,11,0,False
code_0594,55,36,2.0,2,2,0,1,1.0,0.18181818181818182,10.75,8,0,False
code_0595,97,60,3.3333333333333335,4,3,0,3,1.625,0.21649484536082475,13.7692,13,0,False
code_0596,77,59,3.0,3,3,0,2,1.4286,0.06493506493506493,16.1429,7,0,False
code_0597,88,59,5.0,5,1,0,3,1.75,0.1590909090909091,13.15,20,0,False
code_0598,67,42,2.25,3,3,1,2,1.25,0.19402985074626866,7.7273,11,0,False
code_0599,69,48,1.3333333333333333,2,3,0,1,1.0,0.10144927536231885,12.7143,7,0,False
code_0600,81,53,2.0,3,3,0,2,1.25,0.16049382716049382,12.6,10,0,False
code_0601,124,82,1.2222222222222223,3,6,3,1,1.0,0.1774193548387097,7.3333,15,0,False
code_0602,63,50,1.6666666666666667,2,3,0,1,1.0,0.06349206349206349,8.6364,11,0,False
code_0603,61,45,1.25,2,4,0,1,1.0,0.14754098360655737,11.3333,15,0,False
code_0604,73,44,1.1666666666666667,2,6,0,1,1.0,0.2465753424657534,7.8889,9,0,False
code_0605,93,64,1.6,3,5,0,2,1.25,0.15053763440860216,9.1667,12,0,False
code_0606,101,68,1.0909090909090908,2,10,1,1,1.0,0.15841584158415842,9.5714,7,0,False
code_0607,75,42,8.0,8,1,0,8,4.5,0.28,9.0909,11,0,False
code_0608,95,80,3.0,3,3,0,2,1.5,0.042105263157894736,15.2353,17,0,False
code_0609,144,96,2.25,3,4,0,1,1.0,0.16666666666666666,11.3939,33,0,False
code_0610,92,68,2.5,3,4,0,2,1.25,0.18478260869565216,12.8235,17,0,False
code_0611,103,74,1.2857142857142858,2,7,0,1,1.0,0.1650485436893204,8.4167,12,0,False
code_0612,73,45,4.0,4,1,0,3,2.0,0.2191780821917808,8.5,18,0,False
